Location,Homeworld,Starport,Size,Atmosphere,Hydrographics,Population,Government,Law_Level,Tech_Level,Trade_Codes,Travel_Code,Temperature,Culture,NPC_Name,Race,Sex,Age,Year_Born,STR,DEX,END,INT,EDU,SOC,Career,Job,Terms,Skills,Equipment,Cash,Debt,Pension
I0625,Dralnk,B,8,4,2,0,0,0,0,Di He Po,,8,Degenerate,Atlace Aly,Human,Female,49,5579,7,A,7,F,8,9,Entertainer,Performer,4,"Acting 1, Anglic Language 0, Animal Riding 0, Animal Training 0, Athletic Strength 0, Autocar Driving 2, Carousing 2, Companion 2, Dancing 1, Deceiving 0, Genetics 0, Jack of all Trades 1, Mole Trucking 1, Musical Training 1, Reconnaissance 2, Streetwise 1, Survival Training 1",,Cr60000,Cr0,Cr0
N0931,Bidramonk,C,4,9,7,4,3,0,A,Fa Ni Pa,A,5,Conservative,Ananltalhn Tela,Human,Female,50,5578,5,1,1,5,8,6,Drifter,Barbarian,1,"Anglic Language 0, Animal Training 1, Astrogating 0, Carousing 0, Investigating 0, Jack of all Trades 2, Jumpspace 0, Mechanical Training 0, Planetology 1, Shotgun 0, Small Craft Piloting 0, Survival Training 1, Telecomm 2, Vilani Language 0, Zero-G Training 1",,Cr104000,Cr0,Cr0
P2633,Hin,X,6,7,7,2,2,0,3,Fa Lo,,6,Unusual Customs: Lifecycle,Taljilndy Ibimnski,Human,Female,50,5578,4,7,1,7,2,7,Scholar,Scientist,2,"Anglic Language 0, Athletic Strength 0, Blunt Fighting 1, Carousing 1, Companion 0, Computer Training 3, Jack of all Trades 0, Musical Training 1, Persuading 1, Planetology 0, Psionicology 0, Slug Rifle 1, Stealth 1, Tank Driving 0, Telecomm 0, Trading 0, Vacc Suit Training 0","Armor, 2 Ship Shares",Cr0,Cr60000,Cr0
E0311,Igwerteshellton,B,4,2,0,7,8,8,A,De He Na Pi Po,,6,Fashion,Major Brimrlohn E. Enbrerk,Human,Male,47,5581,3,4,6,A,5,6,Army,Support,7,"Administrating 1, Anglic Language 0, Animal Farming 0, Animal Riding 1, Athletic Endurance 0, Athletic Strength 2, Autocar Driving 2, Energy Rifle 2, Fist Fighting 0, Heavy Launchers 4, Jack of all Trades 0, Knife Fighting 1, Leadership 1, Military Tactics 1, Portable Artillery 0, Reconnaissance 1, Slug Rifle 1, Survival Training 0, Tank Driving 2","Armor, Armor",Cr25000,Cr0,Cr14000
L2521,Wellynn,B,9,B,6,9,7,6,A,Fl Hi In Mi,,B,Barbaric,Egabenor Erjenson,Human,Female,21,5607,6,A,7,5,7,9,Citizen,,0,"Anglic Language 0, Civil Construction 0, Jack of all Trades 0, Streetwise 0, Tank Driving 0",,Cr0,Cr0,Cr0
E0712,C58999D-6,C,5,8,9,9,9,D,6,Hi Pr,,3,At War,Chimn Jerdatm,Human,Male,51,5577,4,1,1,9,8,8,Drifter,Wanderer,2,"Anglic Language 0, Animal Farming 1, Capital Ship Helm 0, Carousing 1, Cybernetics 0, Deceiving 0, Diplomacy 0, Fist Fighting 1, Jack of all Trades 1, Knife Fighting 0, Mechanical Training 1, Motorboat Helm 0, Sculpting 0, Stealth 2, Streetwise 2, Survival Training 0, Vacc Suit Training 1",1 Ship Share,Cr0,Cr75000,Cr0
B1210,Annski,C,3,5,4,4,5,5,9,Fa Ni Pa,,5,Unusual Custom: Starport,4th Officer Edrury S. Drenstibrimon,Human,Female,45,5583,3,3,1,6,7,6,Merchants,Merchant Marine,3,"Administrating 1, Anglic Language 0, Autocar Driving 1, Civil Construction 0, Cybernetics 0, Electronics 0, Energy 1, Gravitics 1, Jack of all Trades 0, Life Support 1, Mechanical Training 1, Polymers 0, Ship Screens 1, Slug Rifle 0, Spacecraft Piloting 1, Tank Driving 1, Telecomm 0, Trading 1, Vacc Suit Training 1, Zero-G Training 1",Free Trader,Cr0,Cr60000,Cr0
A0802,Ilnk,D,7,7,2,D,B,A,8,He Hi In Mi,,6,Ritualized,Sergeant Liduhalchican H. Menston,Human,Male,52,5576,9,6,7,C,9,8,Rogue,Pirate,5,"Administrating 2, Anglic Language 0, Astrogating 1, Companion 0, Deceiving 1, Energy 0, Energy Pistol 1, Gambling 1, Jack of all Trades 0, Knife Fighting 1, Mechanical Training 1, Military Tactics 1, Mole Trucking 1, Persuading 1, Polymers 0, Shotgun 1, Slug Rifle 1, Streetwise 1, Tank Driving 0, Telecomm 1, Trading 0, Turret Gunnery 1, Vacc Suit Training 1, Zero-G Training 1","Armor, Armor",Cr75000,Cr0,Cr0
G2212,Anbarlynn,C,5,4,5,3,4,4,7,Fa Lo,,7,Violent,Drikewakratta Iranson,Human,Female,51,5577,8,9,A,9,5,6,Merchants,Trader,3,"Administrating 1, Anglic Language 0, Athletic Strength 0, Blunt Fighting 1, Companion 0, Deceiving 1, Jack of all Trades 1, Persuading 1, Reconnaissance 1, Shotgun 0, Spacecraft Piloting 1, Stealth 1, Streetwise 2, Telecomm 1, Trading 1, Vacc Suit Training 1, Vilani Language 0","Armor, 2 Ship Shares",Cr87000,Cr0,Cr0
D2901,Chrelhn,C,1,0,0,2,6,4,9,Lo Re Va,,3,Fashion,Atlis Isocatl,Human,Female,50,5578,3,A,7,8,6,A,Army,Cavalry,2,"Acting 0, Anglic Language 0, Athletic Strength 0, Battle Suit Training 0, Companion 2, Energy Rifle 1, Heavy Launchers 0, Jack of all Trades 0, Knife Fighting 1, Leadership 2, Military Tactics 0, Physics 0, Reconnaissance 1, Slug Pistol 0, Slug Rifle 0, Stealth 0, Tank Driving 1, Telecomm 0, Trading 1, Vacc Suit Training 0","TAS Membership, Free Trader",Cr100000,Cr0,Cr0
I0829,Athirlie,E,4,6,4,1,4,8,3,Lo,,6,Liberal,Corporal Ponston F. Piyan,Human,Male,47,5581,5,C,8,A,9,6,Drifter,Scavenger,5,"Anglic Language 0, Autocar Driving 0, Computer Training 0, Energy Pistol 1, Energy Rifle 1, Investigating 1, Jack of all Trades 2, Mechanical Training 1, Medical Training 0, Psychology 0, Reconnaissance 0, Streetwise 1, Tank Driving 0, Vacc Suit Training 1",1 Ship Share,Cr9000,Cr0,Cr0
M0133,Etng,C,3,6,4,6,3,2,8,Ag Fa Ni Ri,,8,Liberal,Erma Onson,Human,Female,46,5582,4,A,6,6,7,9,Rogue,Enforcer,3,"Anglic Language 0, Animal Farming 1, Animal Riding 0, Animal Training 0, Athletic Endurance 1, Athletic Strength 0, Autocar Driving 1, Bionetics 0, Blunt Fighting 1, Carousing 1, Computer Training 0, Deceiving 1, Gambling 1, Jack of all Trades 0, Persuading 1, Reconnaissance 4, Shotgun 0, Streetwise 1, Survival Training 1, Tank Driving 1",1 Ship Share,Cr230000,Cr0,Cr0
J1627,Orly,A,5,5,4,5,8,8,D,Ag Fa Ni,,5,Peaceful,Captain Damer L. Bragarltal,Human,Male,46,5582,9,5,6,7,5,5,Marines,Support,3,"Anglic Language 0, Animal Farming 0, Athletic Co-ord 1, Athletic Endurance 1, Battle Suit Training 1, Carousing 0, Jack of all Trades 0, Jumping 0, Knife Fighting 1, Leadership 1, Military Tactics 2, Naval Tactics 1, Reconnaissance 1, Shotgun 1, Stealth 3, Submarine Helm 0, Survival Training 1, Veterinary 0",Armor,Cr1000,Cr0,Cr0
P2631,Botis,C,8,A,6,8,7,5,8,Fl Ph,,D,Unusual Customs: Travel,Annski Egehn,Human,Female,48,5580,4,3,5,6,7,6,Drifter,Barbarian,0,"Acting 1, Administrating 0, Anglic Language 0, Autocar Driving 0, Carousing 0, Companion 0, Dancing 0, Deceiving 1, Holography 1, Investigating 1, Jack of all Trades 0, Persuading 3, Reconnaissance 1, Stealth 1, Submarine Helm 0, Telecomm 1, Writing 1",2 Ship Shares,Cr80000,Cr0,Cr10000
O2338,Elie,D,0,0,0,8,6,5,8,As Na Ph Pi Va,,5,Unusual Customs: Lifecycle,Iler Kumer,Human,Female,48,5580,3,4,4,4,3,5,Drifter,Wanderer,0,"Anglic Language 0, Astrogating 1, Biology 1, Deceiving 0, Jack of all Trades 1, Mechanical Training 0, Reconnaissance 0, Slug Rifle 0, Small Craft Piloting 0, Spacecraft Piloting 1, Stealth 1, Survival Training 1, Vacc Suit Training 1, Zero-G Training 1",1 Ship Share,Cr100000,Cr0,Cr0
K1829,Ev,C,5,3,0,1,5,5,8,De Lo Po,,5,Unusual Custom: Media,Captain Sanstonly C. Atla,Human,Female,51,5577,2,2,4,7,4,6,Marines,Star Marines,2,"Anglic Language 0, Animal Training 1, Athletic Co-ord 0, Athletic Endurance 0, Battle Suit Training 1, Energy Rifle 1, Field Artillery 0, Jack of all Trades 0, Jumping 0, Knife Fighting 1, Leadership 3, Military Tactics 2, Motorboat Helm 0, Naval Tactics 2, Shotgun 1, Slug Pistol 1, Stealth 0, Survival Training 0, Zero-G Training 1",Armor,Cr44000,Cr0,Cr0
I0421,Annstock,D,6,7,A,2,1,2,5,Lo Wa,,B,Unusual Custom: Starport,Olothon Onm,Human,Male,49,5579,6,8,5,5,7,7,Drifter,Scavenger,3,"Anglic Language 0, Astrogating 2, Companion 0, Energy 1, Energy Pistol 1, Energy Rifle 0, Gambling 1, Holography 0, Jack of all Trades 0, Life Support 1, Mole Trucking 0, Persuading 0, Physics 0, Reconnaissance 0, Small Craft Piloting 2, Spacecraft Piloting 1, Telecomm 0, Trading 0, Vacc Suit Training 2, Zero-G Training 1",,Cr106000,Cr0,Cr0
N0933,Hinsarmenndy,A,2,7,9,3,7,7,D,Cp Lo,,5,Unusual Customs: Eating,Force Commander Onmer Y. Shusonnilace,Human,Male,49,5579,A,8,8,9,7,9,Drifter,Wanderer,4,"Administrating 1, Anglic Language 0, Athletic Endurance 0, Athletic Strength 1, Battle Suit Training 0, Biology 0, Bionetics 0, Computer Training 0, Deceiving 1, Energy Pistol 1, Fist Fighting 1, Heavy Launchers 0, Jack of all Trades 1, Knife Fighting 1, Leadership 2, Military Tactics 1, Naval Tactics 1, Reconnaissance 1, Shotgun 1, Stealth 1, Streetwise 2, Survival Training 0","TAS Membership, Armor",Cr55000,Cr0,Cr0
P2631,Chralrie,E,7,6,6,8,3,6,3,Ga Pa Ph Ri,,C,Unusual Custom: Offworlders,Ijirie Dretler,Human,Female,46,5582,7,1,1,5,5,5,Drifter,Barbarian,0,"Anglic Language 0, Athletic Strength 1, Capital Weapons 1, Deceiving 1, Energy Rifle 1, Field Artillery 0, Fist Fighting 0, Jack of all Trades 0, Knife Fighting 1, Motorboat Helm 0, Reconnaissance 1, Sailboat Helm 0, Slug Pistol 0, Stealth 1, Streetwise 0, Survival Training 2, Tank Driving 0, Veterinary 1",1 Ship Share,Cr0,Cr150000,Cr0
E0611,Ichaton,C,7,6,3,8,7,3,3,Ph Ri,,7,Peaceful,Captain Armuler H. Imstalterlie,Human,Female,48,5580,8,4,4,A,8,4,Merchants,Merchant Marine,6,"Administrating 1, Anglic Language 0, Capital Ship Helm 1, Companion 1, Computer Training 0, Jack of all Trades 0, Jumpspace 0, Knife Fighting 1, Mechanical Training 1, Medical Training 0, Mole Trucking 1, Persuading 1, Spacecraft Piloting 2, Streetwise 2, Tank Driving 0, Telecomm 0, Trading 1, Vacc Suit Training 3, Zero-G Training 1","Free Trader, Free Trader, Free Trader",Cr35000,Cr0,Cr12000
K2323,Breth,C,8,5,5,4,0,0,9,Fa Ga Ni Pa,A,8,Unusual Custom: Conspiracy,Bernie Etd,Human,Female,45,5583,1,3,C,9,5,7,Drifter,Scavenger,0,"Acting 0, Anglic Language 0, Animal Riding 0, Carousing 1, Companion 0, Computer Training 1, Deceiving 0, Diplomacy 1, Investigating 2, Jack of all Trades 0, Jumping 1, Medical Training 1, Musical Training 1, Persuading 0, Sculpting 1, Small Craft Piloting 0, Streetwise 1, Telecomm 1, Zero-G Training 0",,Cr21000,Cr0,Cr0
H3120,Baly,A,7,3,0,5,7,B,B,Cp De Ni Po,,A,Unusual Customs: Eating,Corporal Wogenni L. Barrk,Human,Female,51,5577,1,5,6,C,9,8,Agent,Law Enforcement,1,"Acting 0, Anglic Language 0, Animal Training 0, Astrogating 0, Carousing 0, Companion 0, Dancing 0, Deceiving 0, Hydroponics 0, Jack of all Trades 1, Jumping 0, Knife Fighting 2, Persuading 1, Reconnaissance 0, Slug Rifle 1, Stealth 0, Streetwise 1, Survival Training 0",,Cr0,Cr60000,Cr0
G2218,Alshada,A,1,2,0,6,1,0,B,Cp De Na Ni Po,,9,Deceptive,1st Officer Anston G. Urhimlam,Human,Female,47,5581,6,4,8,B,6,9,Agent,Law Enforcement,0,"Anglic Language 0, Animal Training 0, Companion 0, Computer Training 0, Deceiving 1, Investigating 1, Jack of all Trades 0, Knife Fighting 1, Mechanical Training 1, Persuading 0, Small Craft Piloting 1, Streetwise 2, Survival Training 0, Tank Driving 0, Telecomm 0, Trading 1, Vacc Suit Training 0, Xenology 0","Free Trader, Free Trader, Free Trader, 3 Ship Shares",Cr80000,Cr0,Cr10000
F1113,Imsinski,A,8,8,7,8,8,8,8,Cp Ga Pa Ph Ri,,B,Remnant,Petty Officer 1st Class Matue W. Its,Human,Male,50,5578,7,5,A,C,8,8,Navy,Engineering/Gunnery,7,"Advocating 0, Anglic Language 0, Animal Farming 0, Athletic Endurance 0, Battle Suit Training 0, Capital Ship Helm 1, Deceiving 1, Energy 1, Energy Pistol 0, Holography 0, Jack of all Trades 0, Knife Fighting 1, Mechanical Training 2, Military Tactics 0, Naval Tactics 1, Portable Artillery 0, Sensor Reading 1, Shotgun 1, Slug Pistol 2, Spacecraft Piloting 1, Stealth 0, Vacc Suit Training 3","TAS Membership, 2 Ship Shares",Cr20000,Cr0,Cr14000
E0213,Ijeton,B,5,4,4,1,1,4,8,Lo,,6,Remnant,Rake Ilo,Human,Male,45,5583,A,7,4,C,A,7,Scholar,Scientist,5,"Administrating 0, Anglic Language 0, Astrogating 0, Blunt Fighting 1, Computer Training 2, Diplomacy 0, Investigating 1, Jack of all Trades 0, Jumpspace 1, Mechanical Training 0, Medical Training 3, Shotgun 0, Spacecraft Piloting 0, Survival Training 0, Telecomm 1, Vilani Language 0, Xenology 2",Lab Ship,Cr60000,Cr0,Cr10000
L2625,Catler,B,3,4,7,7,7,6,B,Ag Pi,,6,Obsessed,Shatleldendy Penk,Human,Female,46,5582,5,1,1,8,5,7,Drifter,Wanderer,2,"Acting 2, Anglic Language 0, Athletic Strength 0, Carousing 1, Companion 1, Dancing 0, Deceiving 1, Jack of all Trades 0, Persuading 1, Reconnaissance 1, Robotics 0, Stealth 3, Streetwise 1, Survival Training 1, Telecomm 0, Veterinary 0",,Cr4000,Cr0,Cr0
J1122,Marnston,A,5,8,6,9,8,A,D,Cp Hi Pr,,B,Xenophobic,Arpekibirie Senm,Human,Female,52,5576,8,7,7,7,A,4,Drifter,Scavenger,2,"Anglic Language 0, Astrogating 0, Athletic Endurance 1, Autocar Driving 2, Companion 0, Electronics 1, Energy Rifle 2, Fist Fighting 1, Jack of all Trades 0, Knife Fighting 1, Mechanical Training 1, Medical Training 0, Musical Training 0, Persuading 0, Reconnaissance 0, Shotgun 1, Streetwise 2, Survival Training 1, Telecomm 0, Trading 1, Vacc Suit Training 1, Vilani Language 0, Zero-G Training 0","Air/Raft, 1 Ship Share",Cr86000,Cr0,Cr0
L2521,Wid,A,5,6,9,0,0,0,0,Ba Cp,A,5,Unusual Custom: Conspiracy,Baronetess Nenie Zanta Kelier of Wid,Human,Female,50,5578,3,7,4,5,B,c,Navy,Engineering/Gunnery,4,"Administrating 2, Advocating 1, Anglic Language 0, Archeology 1, Astrogating 2, Companion 1, Economics 1, Gravitics 1, Jack of all Trades 0, Knife Fighting 1, Leadership 1, Mechanical Training 0, Medical Training 0, Mole Trucking 0, Navigating 2, Persuading 0, Political Science 2, Psychology 1, Streetwise 1, Telecomm 0, Trading 1, Vacc Suit Training 0","TAS Membership, 1 Ship Share",Cr100000,Cr0,Cr0
G2011,Canke,B,6,5,4,4,9,C,B,Fa Ni Pa,,8,Unusual Customs: Sex,Chenma Rindy,Human,Female,47,5581,8,3,4,7,7,9,Entertainer,Artist,4,"Advocating 0, Anglic Language 0, Athletic Strength 0, Battle Suit Training 0, Biology 1, Carousing 2, Dancing 1, Heavy Launchers 0, Investigating 1, Jack of all Trades 0, Knife Fighting 1, Mechanical Training 1, Naval Tactics 0, Sculpting 0, Shotgun 1, Slug Rifle 0, Stealth 1",2 Ship Shares,Cr80000,Cr0,Cr0
E0318,Nallelsalchelng,E,4,7,2,6,A,E,3,He Ni,,A,Religious,Istillynn Aldents,Human,Female,50,5578,A,4,5,4,9,7,Drifter,Wanderer,2,"Administrating 1, Anglic Language 0, Animal Farming 1, Astrogating 0, Athletic Strength 0, Carousing 0, Companion 0, Jack of all Trades 0, Persuading 0, Physics 0, Planetology 0, Reconnaissance 2, Sculpting 0, Spacecraft Piloting 1, Streetwise 3, Survival Training 3, Tank Driving 0, Telecomm 0, Trading 1, Vacc Suit Training 1",2 Ship Shares,Cr1000,Cr0,Cr0
F1219,B569DDD-8,B,5,6,9,D,D,D,8,Hi,,7,Obsessed,Branhl Rarn,Human,Male,45,5583,6,3,1,A,8,6,Drifter,Wanderer,2,"Anglic Language 0, Athletic Endurance 0, Carousing 0, Companion 0, Computer Training 1, Dancing 0, Deceiving 1, Fist Fighting 1, Investigating 0, Jack of all Trades 0, Medical Training 0, Persuading 0, Stealth 2, Streetwise 1, Survival Training 1",1 Ship Share,Cr0,Cr40000,Cr0
G2315,Arleldalsill,B,6,6,A,7,3,3,9,Ri Wa,,B,Unusual Custom: Starport,Sergeant Ilnellace S. Vimnas,Human,Female,52,5576,5,4,5,A,7,8,Drifter,Wanderer,1,"Anglic Language 0, Athletic Endurance 0, Athletic Strength 0, Computer Training 0, Cruise Ship Helm 0, Deceiving 1, Energy Pistol 1, Energy Rifle 1, Jack of all Trades 1, Jumping 0, Jumpspace 0, Mechanical Training 1, Planetology 0, Reconnaissance 0, Stealth 0, Streetwise 2, Survival Training 0, Tank Driving 0",TAS Membership,Cr32500,Cr0,Cr0
B1404,Imdenke,C,7,5,5,1,4,6,4,Ga Lo,,7,Unusual Customs: Eating,1st Officer Mervetd K. Imner,Human,Male,48,5580,4,1,3,D,6,7,Drifter,Scavenger,0,"Anglic Language 0, Animal Farming 1, Capital Weapons 2, Companion 0, Deceiving 0, Diplomacy 1, Gravitics 2, Jack of all Trades 0, Life Support 1, Mechanical Training 2, Persuading 1, Planetology 0, Slug Rifle 0, Small Craft Piloting 2, Tank Driving 0, Telecomm 0, Trading 0, Vacc Suit Training 3, Veterinary 1, Zero-G Training 2","Free Trader, Free Trader",Cr0,Cr25000,Cr10000
B1607,Tathan,A,4,4,4,8,9,8,A,Pa Ph Pi,,4,Remnant,Sergeant Thalue R. Benv,Human,Male,52,5576,2,4,3,8,8,7,Merchants,Merchant Marine,2,"Administrating 1, Advocating 1, Anglic Language 0, Athletic Strength 1, Computer Training 0, Deceiving 0, Energy Rifle 0, Gambling 1, Genetics 0, Investigating 1, Jack of all Trades 0, Knife Fighting 1, Medical Training 0, Reconnaissance 0, Slug Pistol 2, Slug Rifle 1, Stealth 2, Streetwise 2, Survival Training 0, Telecomm 0, Vacc Suit Training 1",Armor,Cr41000,Cr0,Cr0
K1923,Pehl,C,8,8,8,7,9,8,4,Ag Ri,,9,Unusual Customs: Sex,Lady Urleni E. Uronas,Human,Female,45,5583,A,B,7,3,8,B,Scout,Exploration,0,"Anglic Language 0, Animal Riding 0, Athletic Strength 1, Battle Suit Training 0, Dancing 0, Deceiving 0, Diplomacy 1, Energy Rifle 1, Heavy Launchers 0, Jack of all Trades 1, Military Tactics 0, Psionicology 0, Sensor Reading 2, Shotgun 0, Slug Pistol 1, Slug Rifle 1, Small Craft Piloting 1, Spacecraft Piloting 0, Stealth 1, Survival Training 1, Vacc Suit Training 1, Zero-G Training 0",,Cr23000,Cr0,Cr0
N1437,Matm,A,2,3,4,2,5,5,B,Lo,,7,Unusual Customs: Sex,Captain Brerck R. Ubrenw,Human,Male,50,5578,2,1,4,A,8,9,Merchants,Merchant Marine,8,"Anglic Language 0, Autocar Driving 0, Biology 0, Capital Ship Helm 2, Companion 0, Electronics 1, Energy 1, Gravitics 1, Jack of all Trades 0, Jumpspace 1, Mechanical Training 6, Ortillery Gunnery 1, Persuading 0, Physics 0, Psychology 0, Small Craft Piloting 1, Space Construction 1, Spacecraft Piloting 1, Telecomm 0, Trading 1, Vacc Suit Training 1","Free Trader, Free Trader",Cr70000,Cr0,Cr16000
F1016,Dalier,B,5,3,5,6,1,3,9,Ni,,5,Peaceful,3rd Officer Ilmes V. Arma,Human,Female,54,5574,1,1,2,6,E,4,Drifter,Wanderer,4,"Anglic Language 0, Athletic Co-ord 1, Bionetics 0, Companion 2, Jack of all Trades 0, Mechanical Training 1, Persuading 4, Physics 0, Psychology 0, Reconnaissance 1, Stealth 0, Streetwise 2, Survival Training 3, Tank Driving 0, Telecomm 0, Trading 0, Vacc Suit Training 2","Ancient Technology, 1 Ship Share",Cr4000,Cr0,Cr10000
F1419,Anchreue,A,3,5,6,2,3,6,C,Cp Fa Lo,,9,Honorable,Corporal Dranke T. Serry,Human,Male,46,5582,4,1,1,7,B,8,Agent,Law Enforcement,2,"Anglic Language 0, Animal Training 0, Athletic Endurance 1, Athletic Strength 0, Autocar Driving 0, Blunt Fighting 1, Civil Construction 1, Computer Training 0, Diplomacy 1, Electronics 1, Gambling 1, Jack of all Trades 1, Mole Trucking 1, Polymers 0, Reconnaissance 1, Stealth 1, Streetwise 2, Survival Training 1, Vilani Language 0",,Cr160000,Cr0,Cr0
E0716,Ehn,C,2,3,2,7,B,9,9,Na Po,,5,Obsessed,Sir Tiwatthan O. Brarlie,Human,Male,51,5577,3,1,3,D,A,B,Scholar,Scientist,4,"Anglic Language 0, Animal Riding 0, Capital Ship Helm 1, Carousing 1, Companion 0, Computer Training 1, Deceiving 0, Electronics 0, Energy 1, Energy Pistol 1, Investigating 1, Jack of all Trades 0, Military Tactics 0, Persuading 0, Psionicology 1, Psychology 0, Roto Flying 1, Sensor Reading 2, Streetwise 0, Tank Driving 1, Telecomm 0, Vacc Suit Training 1, Writing 0, Zero-G Training 0",,Cr30000,Cr0,Cr0
H2813,Wamalnk,C,4,8,A,8,A,E,9,Ph Ri Wa,A,9,Unusual Custom: Media,Onrirt Chronch,Human,Male,50,5578,5,9,8,8,6,4,Rogue,Thief,3,"Anglic Language 0, Animal Training 1, Astrogating 1, Athletic Co-ord 2, Autocar Driving 0, Computer Training 2, Deceiving 0, Energy Rifle 1, Jack of all Trades 0, Mechanical Training 0, Military Tactics 1, Psychology 0, Reconnaissance 1, Shotgun 0, Small Craft Piloting 0, Stealth 1, Streetwise 1, Tank Driving 1, Trading 1, Vacc Suit Training 0, Writing 1, Zero-G Training 0","Armor, Armor",Cr60000,Cr0,Cr0
H2818,Etus,A,6,8,6,3,0,3,B,Fa Ga Lo,A,7,Tourist Attraction,Scersa Entsenscopeli,Human,Female,52,5576,4,4,5,9,8,7,Entertainer,Artist,2,"Acting 0, Administrating 2, Advocating 1, Anglic Language 0, Animal Riding 0, Biology 1, Carousing 1, Companion 1, Computer Training 2, Diplomacy 0, Energy 1, Energy Rifle 1, Gravitics 1, History 1, Investigating 0, Jack of all Trades 0, Linguistics 1, Medical Training 0, Musical Training 1, Persuading 1, Telecomm 0","Lab Ship, 6 Ship Shares",Cr45000,Cr0,Cr12000
E0211,Kimargonthan,C,4,0,0,6,7,7,8,Na Ni Va,,8,Progressive,Corporal Drimn V. Ashory,Human,Male,49,5579,4,5,2,B,6,A,Agent,Law Enforcement,2,"Anglic Language 0, Astrogating 0, Autocar Driving 1, Carousing 2, Computer Science 0, Dancing 1, Deceiving 0, Energy Rifle 0, Holography 1, Investigating 3, Jack of all Trades 0, Mechanical Training 0, Persuading 2, Robotics 0, Slug Rifle 0, Small Craft Piloting 0, Stealth 1, Streetwise 2, Vacc Suit Training 0, Zero-G Training 0","Scientific Equipment, 2 Ship Shares",Cr10000,Cr0,Cr0
G1918,Ongwonman,C,6,2,0,3,0,1,7,De He Lo Po,A,6,Unusual Custom: Conspiracy,Lieutenant Armon P. Batd,Human,Female,51,5577,A,1,9,C,5,6,Agent,Law Enforcement,4,"Anglic Language 0, Animal Farming 0, Battle Suit Training 0, Capital Ship Helm 0, Energy 1, Energy Pistol 0, Energy Rifle 1, Field Artillery 1, Grav Flying 1, Investigating 2, Jack of all Trades 0, Jumping 0, Knife Fighting 1, Mechanical Training 2, Military Tactics 0, Naval Tactics 1, Reconnaissance 2, Sensor Reading 1, Shotgun 1, Stealth 1, Streetwise 3, Survival Training 0, Telecomm 1, Turret Gunnery 1, Vacc Suit Training 1","Air/Raft, Scientific Equipment",Cr60000,Cr0,Cr0
F1217,Ijalsha,C,4,5,A,9,4,0,A,Hi Wa,,3,Influenced,Wurnstaln Brelo,Human,Male,51,5577,1,5,1,7,9,5,Drifter,Scavenger,2,"Anglic Language 0, Astrogating 1, Athletic Strength 0, Autocar Driving 0, Computer Science 0, Computer Training 2, Energy Rifle 1, Gambling 1, Investigating 0, Jack of all Trades 1, Mechanical Training 1, Navigating 1, Reconnaissance 0, Remote Operating 1, Shotgun 0, Stealth 1, Streetwise 1, Tank Driving 0, Turret Gunnery 0, Vacc Suit Training 1",,Cr15000,Cr0,Cr0
P2937,Chokrarnk,A,4,8,6,4,6,8,C,Fa Ni Pa,,8,Unusual Customs: Sex,Molo Onie,Human,Male,48,5580,5,8,9,B,4,9,Entertainer,Performer,6,"Acting 1, Anglic Language 0, Athletic Endurance 0, Carousing 1, Deceiving 2, Energy Rifle 0, Jack of all Trades 0, Medical Training 0, Military Tactics 1, Ortillery Gunnery 1, Persuading 2, Reconnaissance 0, Sculpting 1, Stealth 1, Streetwise 1, Vacc Suit Training 1, Writing 1",4 Ship Shares,Cr140000,Cr0,Cr12000
N1232,Atwalrk,E,9,7,8,9,B,B,4,Hi In Mi,A,2,Progressive,Osturlijel Ing,Human,Male,46,5582,1,7,1,5,6,A,Drifter,Barbarian,1,"Anglic Language 0, Animal Farming 0, Animal Training 0, Astrogating 0, Carousing 2, Civil Construction 0, Computer Training 0, Jack of all Trades 0, Knife Fighting 0, Motorboat Helm 0, Reconnaissance 1, Sailboat Helm 0, Stealth 1, Streetwise 2, Submarine Helm 0, Survival Training 1",1 Ship Share,Cr0,Cr76000,Cr0
I0823,Helpanme,C,6,5,4,2,6,5,9,Fa Lo Re,,6,Influenced,Set Lathalke,Human,Male,45,5583,9,6,3,4,7,8,Drifter,Scavenger,0,"Advocating 0, Anglic Language 0, Astrogating 0, Athletic Co-ord 0, Athletic Strength 0, Autocar Driving 0, Battle Suit Training 1, Carousing 1, Energy Pistol 1, Fist Fighting 1, Gambling 1, Heavy Launchers 0, Jack of all Trades 0, Knife Fighting 2, Leadership 1, Life Support 0, Naval Tactics 0, Shotgun 0, Stealth 0, Zero-G Training 1",,Cr35000,Cr0,Cr0
I0322,Elnsalmon,C,5,A,6,4,3,6,8,Fl Ni,A,C,Fusion,Lady Enlsichatta U. Halrk,Human,Female,48,5580,3,3,2,7,8,B,Merchants,Merchant Marine,6,"Administrating 4, Advocating 2, Anglic Language 0, Astrogating 1, Companion 0, Computer Training 3, Cybernetics 0, Jack of all Trades 0, Mechanical Training 1, Persuading 0, Philosophy 0, Physics 0, Small Craft Piloting 1, Spacecraft Piloting 1, Tank Driving 0, Telecomm 0, Trading 1, Vacc Suit Training 0",,Cr0,Cr0,Cr12000
