Location,Homeworld,Starport,Size,Atmosphere,Hydrographics,Population,Government,Law_Level,Tech_Level,Trade_Codes,Travel_Code,Temperature,Culture,NPC_Name,Race,Sex,Age,Year_Born,STR,DEX,END,INT,EDU,SOC,Career,Job,Terms,Skills,Equipment,Cash,Debt,Pension
I0724,Atler,D,6,7,2,5,6,8,7,He Ni,,8,Unusual Custom: Conspiracy,Manhn Erng,Human,Male,54,5574,6,7,5,8,A,2,Drifter,Barbarian,1,"Administrating 1, Advocating 0, Anglic Language 0, Astrogating 1, Companion 0, Energy Rifle 0, Jack of all Trades 3, Jumping 1, Mechanical Training 1, Psychology 1, Reconnaissance 1, Small Craft Piloting 0, Space Construction 0, Stealth 3, Streetwise 1, Survival Training 1, Telecomm 0, Vacc Suit Training 1, Zero-G Training 0",,Cr5000,Cr0,Cr0
D3001,Ilove,E,9,E,6,6,7,9,5,Ni,,5,Fashion,Enmurta Tulynn,Human,Female,59,5569,1,2,3,6,D,7,Citizen,Worker,6,"Advocating 2, Anglic Language 0, Astrogating 2, Bionetics 0, Companion 0, Computer Science 0, Computer Training 6, Diplomacy 2, Fist Fighting 1, Hydroponics 1, Jack of all Trades 0, Mechanical Training 2, Medical Training 2, Oynprith Language 1, Persuading 1, Shotgun 0, Small Craft Piloting 0, Tank Driving 1, Telecomm 0, Vacc Suit Training 1, Zdetl Language 1, Zero-G Training 0",2 Ship Shares,Cr0,Cr74000,Cr12000
K2424,Ojarl,C,5,7,8,9,8,8,6,Hi In,,B,Religious,Lt Colonel Elbralnshi P. Ula,Human,Female,55,5573,5,3,8,D,C,9,Army,Support,5,"Administrating 1, Advocating 2, Anglic Language 0, Animal Training 1, Autocar Driving 1, Civil Construction 0, Computer Training 0, Diplomacy 0, Explosives 1, Jack of all Trades 0, Knife Fighting 2, Leadership 1, Mechanical Training 2, Medical Training 2, Military Tactics 1, Mole Trucking 0, Physics 0, Robotics 0, Slug Rifle 1, Stealth 0, Streetwise 0, Tank Driving 1, Telecomm 1, Trading 1",Armor,Cr40000,Cr0,Cr10000
A0801,Drerce,C,5,A,3,4,0,1,A,Fl Ni,,9,Remnant,Petty Officer 3rd Class Delrt Y. Krinarshill,Human,Male,54,5574,3,4,7,4,D,9,Navy,Engineering/Gunnery,3,"Acting 0, Administrating 1, Advocating 0, Anglic Language 0, Autocar Driving 0, Carousing 0, Companion 0, Computer Training 1, Diplomacy 1, Electronics 1, Energy 1, Gravitics 2, Jack of all Trades 0, Knife Fighting 1, Leadership 2, Mechanical Training 2, Persuading 0, Psionicology 0, Small Craft Piloting 0, Telecomm 0, Trading 2, Vacc Suit Training 2","TAS Membership, Air/Raft, 3 Ship Shares",Cr138000,Cr0,Cr0
A0807,Arsaldoronk,E,9,C,6,1,1,4,A,Fl Lo,,D,Unusual Customs: Sex,Ked Ilbilkredrenventa,Human,Male,56,5572,8,1,9,4,7,A,Drifter,Wanderer,1,"Administrating 1, Anglic Language 0, Astrogating 0, Athletic Endurance 1, Athletic Strength 1, Biology 0, Capital Ship Helm 0, Carousing 1, Deceiving 0, Diplomacy 1, Energy Pistol 0, Field Artillery 0, Fist Fighting 1, Investigating 1, Jack of all Trades 1, Mechanical Training 0, Medical Training 0, Ortillery Gunnery 0, Planetology 0, Reconnaissance 1, Shotgun 1, Small Craft Piloting 1, Stealth 2, Streetwise 3, Survival Training 0, Vacc Suit Training 1, Zero-G Training 0","Estate Portfolio: Cr500000, Pension Portfolio: Cr1000000, 1 Ship Share",Cr0,Cr80000,Cr0
C2006,Urthenk,B,2,1,0,8,8,9,A,Na Ph Pi,,9,Fusion,Arlsinski Karbalson,Human,Female,52,5576,2,3,2,8,6,5,Drifter,Scavenger,1,"Anglic Language 0, Animal Riding 0, Athletic Co-ord 0, Deceiving 0, Energy 1, Energy Pistol 1, Jack of all Trades 1, Knife Fighting 1, Life Support 0, Linguistics 0, Reconnaissance 2, Slug Pistol 1, Stealth 1, Streetwise 1, Survival Training 2, Telecomm 1, Trading 0, Vacc Suit Training 1, Veterinary 1, Xenology 0, Zero-G Training 0",2 Ship Shares,Cr7000,Cr0,Cr0
L2925,Zilo,B,1,3,0,2,0,4,B,De Lo Po,,2,Barbaric,Field Agent Ichatta A. Elnilson,Human,Female,53,5575,1,6,1,8,B,9,Drifter,Barbarian,0,"Anglic Language 0, Animal Farming 0, Animal Riding 0, Athletic Co-ord 1, Athletic Endurance 0, Battle Suit Training 3, Carousing 0, Computer Training 1, Deceiving 1, Energy Rifle 1, Field Artillery 0, Investigating 1, Jack of all Trades 0, Leadership 1, Medical Training 2, Military Tactics 1, Naval Tactics 0, Slug Pistol 0, Stealth 1, Streetwise 1, Survival Training 1, Telecomm 0",,Cr0,Cr2500,Cr0
D2709,Ent,D,3,7,2,8,7,C,3,He Ph Pi,A,5,Progressive,Commander Atsengarnie B. Alvensa,Human,Female,57,5571,4,2,1,A,8,7,Navy,Line/Crew,6,"Administrating 1, Anglic Language 0, Astrogating 2, Autocar Driving 0, Computer Science 0, Computer Training 1, Electronics 1, Energy Pistol 1, Gravitics 1, Investigating 0, Jack of all Trades 0, Knife Fighting 1, Leadership 1, Mechanical Training 0, Naval Tactics 1, Navigating 2, Reconnaissance 0, Remote Operating 1, Shotgun 1, Small Craft Piloting 1, Spacecraft Piloting 0, Stealth 0, Streetwise 0, Survival Training 1, Xenology 0",TAS Membership,Cr0,Cr30000,Cr12000
P2533,Ratton,C,8,6,8,4,2,4,7,Fa Ni Pa,,5,Unusual Customs: Nobility,Krarmer Amily,Human,Male,55,5573,1,3,6,8,B,6,Entertainer,Journalist,2,"Advocating 0, Anglic Language 0, Animal Training 0, Capital Ship Helm 0, Carousing 1, Dancing 1, Deceiving 1, Energy Rifle 0, Jack of all Trades 0, Jumpspace 1, Knife Fighting 2, Mechanical Training 1, Medical Training 0, Navigating 1, Ortillery Gunnery 0, Physics 0, Reconnaissance 1, Space Construction 0, Submarine Helm 0, Survival Training 1, Telecomm 1, Vacc Suit Training 0, Veterinary 1, Zero-G Training 0","TAS Membership, Alien Artifact, 2 Ship Shares",Cr28000,Cr0,Cr0
J1425,Drertelmendelce,E,7,9,9,2,6,4,7,Lo Re,,7,Xenophobic,Krallam Venbennshi,Human,Male,51,5577,2,4,1,3,3,4,Drifter,Wanderer,0,"Anglic Language 0, Astrogating 0, Athletic Strength 1, Autocar Driving 0, Companion 0, Deceiving 0, Fist Fighting 1, Jack of all Trades 0, Mechanical Training 1, Medical Training 0, Persuading 1, Psionicology 0, Reconnaissance 1, Stealth 2, Streetwise 0, Survival Training 1, Telecomm 2, Trading 3, Vacc Suit Training 1","Free Trader, 1 Ship Share",Cr0,Cr28000,Cr0
O1840,Ilkrarrly,E,5,8,A,6,8,6,6,Ni Ri Wa,,7,Deceptive,Sublieutenant Ketus B. Kebot,Human,Male,55,5573,4,1,2,7,5,8,Merchants,Merchant Marine,2,"Anglic Language 0, Astrogating 0, Jack of all Trades 0, Knife Fighting 2, Leadership 1, Mechanical Training 0, Naval Tactics 6, Persuading 1, Shotgun 0, Slug Pistol 1, Spacecraft Piloting 1, Survival Training 0, Tank Driving 0, Telecomm 2, Turret Gunnery 0, Vacc Suit Training 0, Xenology 0","TAS Membership, Air/Raft, 1 Ship Share",Cr50000,Cr0,Cr12000
K1925,Dradove,C,6,6,3,9,5,4,6,Hi Pr,,7,Xenophobic,Senyan Krelv,Human,Male,52,5576,1,1,1,B,B,5,Drifter,Barbarian,0,"Anglic Language 0, Astrogating 0, Biology 0, Carousing 0, Deceiving 1, Energy Pistol 0, Fist Fighting 2, Jack of all Trades 0, Mechanical Training 0, Reconnaissance 2, Shotgun 1, Slug Pistol 0, Slug Rifle 0, Small Craft Piloting 0, Stealth 0, Streetwise 0, Survival Training 3, Tank Driving 0, Vacc Suit Training 0, Veterinary 1, Zero-G Training 0",2 Ship Shares,Cr0,Cr168000,Cr0
L2924,Ekrelthon,A,4,7,A,3,8,6,C,Lo Wa,,A,Nexus,Corporal Alnstidesa B. Ultimni,Human,Female,56,5572,2,1,6,9,A,2,Merchants,Trader,2,"Advocating 0, Anglic Language 0, Athletic Endurance 0, Battle Suit Training 0, Companion 1, Diplomacy 1, Energy Rifle 1, Fist Fighting 1, Heavy Launchers 0, Investigating 1, Jack of all Trades 0, Jumpspace 1, Knife Fighting 1, Medical Training 0, Mole Trucking 0, Naval Tactics 0, Polymers 0, Psionicology 0, Reconnaissance 1, Sensor Reading 1, Shotgun 2, Slug Pistol 0, Slug Rifle 1, Stealth 0, Streetwise 1, Survival Training 1, Trading 1, Vacc Suit Training 1",,Cr40000,Cr0,Cr0
N1439,Druko,E,E,F,6,9,7,4,8,Hi,A,5,Unusual Customs: Nobility,Unas Sani,Human,Female,51,5577,3,8,9,D,6,7,Scout,Survey,2,"Administrating 0, Anglic Language 0, Astrogating 2, Autocar Driving 1, Companion 0, Energy Pistol 0, Investigating 1, Jack of all Trades 0, Life Support 0, Mechanical Training 1, Medical Training 0, Mole Trucking 1, Persuading 1, Shotgun 0, Slug Pistol 1, Small Craft Piloting 1, Spacecraft Piloting 1, Stealth 2, Streetwise 0, Telecomm 0, Trading 3, Vacc Suit Training 2",Scout Ship,Cr130000,Cr0,Cr0
O2331,Olsecinas,B,9,9,7,2,3,4,7,Fa Lo,,A,Unusual Custom: Conspiracy,Lady Iltall R. Jimsenni,Human,Female,21,5607,8,7,4,5,8,B,Citizen,,0,"Anglic Language 0, Jack of all Trades 0, Medical Training 0, Mole Trucking 0, Planetology 0",,Cr0,Cr0,Cr0
N1031,Attarbamer,A,5,6,5,7,A,B,8,Ag Ri,,3,Deceptive,Sergeant And D. Chrinsturme,Human,Female,53,5575,1,1,1,7,6,7,Rogue,Thief,1,"Advocating 2, Anglic Language 0, Animal Riding 0, Autocar Driving 0, Computer Training 1, Deceiving 4, Energy 1, Fist Fighting 1, Investigating 2, Jack of all Trades 0, Reconnaissance 0, Shotgun 0, Stealth 0, Streetwise 2, Sword Fighting 1, Telecomm 1, Trading 1",Free Trader,Cr52500,Cr0,Cr0
I0421,Arlis,C,6,5,2,9,6,6,7,Hi Po,,8,Conservative,Captain Alnie K. Allove,Human,Female,52,5576,A,1,6,5,6,5,Merchants,Free Trader,1,"Administrating 1, Advocating 1, Anglic Language 0, Animal Training 0, Athletic Co-ord 0, Carousing 2, Deceiving 2, Diplomacy 0, Energy Rifle 1, Gambling 1, Investigating 0, Jack of all Trades 0, Knife Fighting 1, Leadership 2, Persuading 0, Streetwise 1, Telecomm 0, Vacc Suit Training 0","Yacht, Stipend Portfolio: Cr2500000, Stipend Portfolio: Cr100000, Stipend Portfolio: Cr500000, 2 Ship Shares",Cr30000,Cr0,Cr0
I0623,Imsholsesholy,D,5,0,0,3,5,5,8,Lo Va,,6,Fusion,3rd Officer Stihn U. Rolus,Human,Male,51,5577,1,5,1,B,B,6,Drifter,Wanderer,0,"Administrating 1, Anglic Language 0, Archeology 1, Carousing 0, Companion 0, Computer Training 1, Investigating 1, Jack of all Trades 0, Jumping 1, Mechanical Training 2, Mole Trucking 0, Persuading 0, Planetology 0, Small Craft Piloting 0, Streetwise 1, Survival Training 0, Telecomm 1, Trading 0, Turret Gunnery 1, Vacc Suit Training 1",Free Trader,Cr11000,Cr0,Cr0
N1239,Elchamon,B,7,6,4,C,C,B,C,Hi,,A,At War,Agent Wenchramalke M. Atdandenlsamer,Human,Male,57,5571,6,A,8,3,7,6,Drifter,Scavenger,3,"Anglic Language 0, Astrogating 0, Biology 1, Computer Science 0, Deceiving 1, Energy Rifle 0, Investigating 1, Jack of all Trades 0, Linguistics 0, Mechanical Training 2, Persuading 2, Shotgun 0, Small Craft Piloting 2, Spacecraft Piloting 0, Stealth 3, Streetwise 1, Survival Training 0, Telecomm 0, Vacc Suit Training 1, Zero-G Training 3",4 Ship Shares,Cr78000,Cr0,Cr0
F1619,Enthon,C,6,9,8,3,3,1,8,Fa Lo,,6,Unusual Custom: Starport,General Arlace R. Arlulmes,Human,Female,55,5573,2,6,C,6,B,A,Army,Support,9,"Administrating 2, Advocating 1, Anglic Language 0, Animal Training 1, Autocar Driving 0, Computer Training 0, Energy Rifle 1, Explosives 3, Jack of all Trades 0, Jumping 0, Leadership 2, Life Support 0, Mechanical Training 1, Military Tactics 3, Navigating 1, Portable Artillery 0, Reconnaissance 0, Robotics 0, Slug Pistol 0, Slug Rifle 1, Sword Fighting 0","Armor, Armor",Cr50000,Cr0,Cr18000
E0819,Drilnk,A,4,7,6,6,9,A,B,Ag Fa Ni,,8,At War,Sergeant Ilmiman F. Idalnand,Human,Female,57,5571,7,3,6,A,5,6,Agent,Law Enforcement,3,"Anglic Language 0, Animal Training 0, Astrogating 0, Blunt Fighting 1, Capital Ship Helm 1, Chemisty 0, Investigating 0, Jack of all Trades 0, Mechanical Training 1, Navigating 1, Persuading 1, Shotgun 0, Small Craft Piloting 1, Streetwise 4, Survival Training 2, Tank Driving 1, Telecomm 0, Vacc Suit Training 1","Scout Ship, 1 Ship Share",Cr120000,Cr0,Cr0
L2522,Drohn,B,8,7,9,9,A,B,B,Hi In Mi,A,B,Honorable,Lady Ellace R. Arrlot,Human,Female,55,5573,1,6,3,4,9,B,Nobility,Diplomat,3,"Administrating 2, Advocating 1, Anglic Language 0, Animal Riding 1, Autocar Driving 0, Bionetics 0, Carousing 1, Companion 1, Deceiving 1, Energy 1, Hydroponics 1, Investigating 1, Jack of all Trades 1, Knife Fighting 1, Mechanical Training 1, Medical Training 1, Oynprith Language 1, Persuading 2, Spacecraft Piloting 1, Streetwise 0, Tank Driving 0, Telecomm 1, Trading 0, Vacc Suit Training 0","Estate Portfolio: Cr750000, Business Portfolio: Cr500000, Business Portfolio: Cr1000000, 1 Ship Share",Cr0,Cr0,Cr0
L2925,Riza,A,3,4,3,5,2,4,D,Cp Ni Po,,4,Obsessed,Lance Corporal Unie X. Anne,Human,Female,56,5572,1,1,2,9,7,8,Drifter,Scavenger,4,"Anglic Language 0, Animal Riding 0, Astrogating 1, Autocar Driving 0, Computer Training 0, Deceiving 1, Energy Pistol 1, Energy Rifle 1, Fist Fighting 1, Investigating 0, Jack of all Trades 2, Jumping 1, Leadership 2, Mechanical Training 1, Medical Training 0, Military Tactics 0, Psychology 0, Reconnaissance 0, Sensor Reading 1, Shotgun 0, Slug Pistol 1, Slug Rifle 1, Small Craft Piloting 1, Stealth 1, Streetwise 1, Survival Training 1, Vacc Suit Training 1",Armor,Cr0,Cr52000,Cr0
K1826,Almirandahn,E,D,8,A,2,0,0,6,Lo,A,8,Nexus,Annstanrlie Ekonjalstemer,Human,Female,55,5573,6,5,8,4,A,6,Scout,Courier,1,"Anglic Language 0, Astrogating 1, Computer Training 1, Diplomacy 1, Energy Pistol 1, Energy Rifle 1, History 0, Jack of all Trades 1, Jumping 1, Mechanical Training 0, Medical Training 1, Planetology 0, Sensor Reading 1, Shotgun 0, Small Craft Piloting 2, Spacecraft Piloting 0, Survival Training 1, Telecomm 1, Vacc Suit Training 1",,Cr70000,Cr0,Cr0
H3217,Sterk,B,7,5,3,6,4,2,7,Ni Po,,3,Unusual Customs: Lifecycle,Special Agent Miduw V. Eltsiny,Human,Male,50,5578,9,8,9,7,4,9,Agent,Corporate,4,"Anglic Language 0, Animal Farming 2, Animal Training 0, Carousing 1, Deceiving 3, Energy Pistol 1, Investigating 2, Jack of all Trades 1, Knife Fighting 0, Medical Training 0, Slug Pistol 1, Slug Rifle 2, Stealth 4, Submarine Helm 0, Survival Training 1",,Cr7000,Cr0,Cr0
F1011,Ithon,D,6,3,3,2,3,7,5,Lo Po,,4,Peaceful,Corporal Atlis C. Atbelmes,Human,Female,46,5582,4,6,1,9,4,8,Drifter,Wanderer,0,"Anglic Language 0, Animal Farming 1, Animal Training 0, Astrogating 1, Bionetics 0, Energy Rifle 0, Investigating 1, Jack of all Trades 1, Jumping 0, Mechanical Training 0, Psionicology 1, Reconnaissance 1, Shotgun 0, Small Craft Piloting 1, Stealth 1, Streetwise 1, Survival Training 1, Telecomm 0, Veterinary 0, Zero-G Training 1",,Cr0,Cr57000,Cr0
M0833,Ersa,E,6,4,4,4,5,2,4,Fa Ni Pa,,7,Remnant,Hurson Oson,Human,Male,51,5577,4,1,2,6,8,9,Drifter,Scavenger,1,"Anglic Language 0, Athletic Co-ord 1, Athletic Endurance 0, Deceiving 1, Genetics 0, Jack of all Trades 0, Jumping 0, Mechanical Training 1, Reconnaissance 0, Space Construction 0, Stealth 1, Streetwise 1, Survival Training 4, Telecomm 0, Vacc Suit Training 0, Zero-G Training 1",1 Ship Share,Cr0,Cr109000,Cr0
D3207,Imck,B,7,A,6,2,3,2,A,Fl Lo,,8,Deceptive,Watnshi Arpukoshatm,Human,Female,57,5571,5,7,1,7,6,8,Drifter,Scavenger,4,"Anglic Language 0, Athletic Co-ord 2, Athletic Endurance 2, Athletic Strength 1, Chemisty 0, Computer Training 0, Deceiving 1, Fist Fighting 1, Investigating 1, Jack of all Trades 0, Jumping 0, Medical Training 0, Reconnaissance 1, Stealth 4, Streetwise 2, Survival Training 1, Vacc Suit Training 1, Zero-G Training 0",2 Ship Shares,Cr15000,Cr0,Cr0
C1901,Amenor,A,3,0,0,3,3,0,C,Lo Va,,8,Unusual Customs: Technology,Drelrand Alanmimkake,Human,Male,56,5572,2,1,7,B,E,9,Merchants,Trader,9,"Administrating 2, Advocating 2, Anglic Language 0, Companion 0, Deceiving 4, Investigating 1, Jack of all Trades 0, Persuading 3, Physics 0, Sculpting 0, Streetwise 3, Tank Driving 0, Telecomm 0, Trading 2, Vacc Suit Training 0, Vilani Language 0","Free Trader, Free Trader, 1 Ship Share",Cr35000,Cr0,Cr18000
M0534,Hapeyan,B,6,7,3,1,1,1,B,Lo,,9,Degenerate,Suturse Egaldel,Human,Female,56,5572,7,9,6,8,7,5,Drifter,Scavenger,3,"Administrating 0, Advocating 0, Anglic Language 0, Athletic Endurance 1, Biology 0, Computer Training 0, Deceiving 0, Diplomacy 0, Energy Pistol 1, Jack of all Trades 0, Leadership 0, Persuading 1, Polymers 1, Reconnaissance 2, Small Craft Piloting 0, Stealth 3, Streetwise 4, Trading 0, Vacc Suit Training 1","Armor, 3 Ship Shares",Cr30000,Cr0,Cr0
E0715,Elhimpernie,B,5,3,2,3,3,2,A,Lo Po,,3,Tourist Attraction,2nd Officer Drelkrilo D. Sarie,Human,Male,56,5572,2,1,1,A,8,6,Drifter,Scavenger,1,"Acting 0, Anglic Language 0, Animal Riding 1, Battle Suit Training 1, Companion 0, Deceiving 0, Jack of all Trades 0, Knife Fighting 3, Mechanical Training 1, Mole Trucking 0, Persuading 0, Reconnaissance 1, Shotgun 1, Slug Pistol 1, Slug Rifle 0, Space Construction 0, Spacecraft Piloting 1, Stealth 0, Telecomm 2, Trading 0, Vacc Suit Training 0, Veterinary 0, Zero-G Training 2",Armor,Cr0,Cr61000,Cr0
A0808,Ongirie,A,7,5,7,7,4,0,A,Ag Ga,,8,Fashion,3rd Officer Konston U. Kranjonni,Human,Male,56,5572,1,2,1,A,B,4,Merchants,Merchant Marine,4,"Administrating 1, Advocating 0, Anglic Language 0, Animal Riding 0, Bionetics 1, Civil Construction 1, Companion 1, Cybernetics 0, Energy Rifle 1, Explosives 1, Gambling 1, Gravitics 0, Hydroponics 0, Jack of all Trades 1, Jumpspace 1, Life Support 1, Mechanical Training 1, Ortillery Gunnery 1, Political Science 1, Small Craft Piloting 1, Space Construction 0, Streetwise 1, Tank Driving 0, Telecomm 1, Vacc Suit Training 2, Vilani Language 0, Zero-G Training 1",3 Ship Shares,Cr145000,Cr0,Cr10000
H2818,Enas,C,5,4,8,3,1,0,7,Fa Lo,,6,Unusual Custom: Offworlders,Enlton Idrach,Human,Female,55,5573,4,C,5,A,6,8,Scout,Courier,2,"Advocating 0, Anglic Language 0, Astrogating 1, Diplomacy 1, Energy Pistol 0, Energy Rifle 0, Jack of all Trades 2, Mechanical Training 0, Slug Rifle 0, Small Craft Piloting 0, Survival Training 0, Telecomm 0, Vacc Suit Training 1","Ancient Technology, Scout Ship, 1 Ship Share",Cr151000,Cr0,Cr0
O1834,Allselnor,C,4,3,1,4,0,0,B,Ni Po,A,7,Unusual Custom: Media,Marchioness Imnk Litis Ditherhanrlie of Allselnor,Human,Female,56,5572,7,A,3,8,9,D,Nobility,Dilettante,5,"Acting 0, Administrating 2, Advocating 3, Anglic Language 0, Carousing 2, Companion 0, Computer Training 1, Deceiving 1, Diplomacy 0, Investigating 1, Jack of all Trades 0, Medical Training 0, Musical Training 1, Oynprith Language 1, Persuading 0, Sculpting 1, Veterinary 0, Writing 0, Xenology 0","TAS Membership, Estate Portfolio: Cr500000, TAS Membership, Estate Portfolio: Cr75000, 3 Ship Shares",Cr0,Cr0,Cr10000
F1219,Satbarl,C,1,0,0,5,2,0,8,Ni Va,A,8,Fashion,3rd Officer Nisa H. Stelman,Human,Female,54,5574,7,7,A,C,C,6,Scout,Survey,1,"Anglic Language 0, Athletic Endurance 1, Autocar Driving 1, Carousing 1, Companion 1, Computer Science 0, Computer Training 1, Energy Rifle 1, Jack of all Trades 0, Mechanical Training 1, Persuading 2, Slug Rifle 1, Small Craft Piloting 1, Stealth 1, Streetwise 1, Survival Training 0, Tank Driving 0, Telecomm 0, Trading 4, Vacc Suit Training 2","Free Trader, 4 Ship Shares",Cr56000,Cr0,Cr10000
D2801,Ensam,A,4,2,4,5,7,8,A,Px Ni,,5,Unusual Customs: Trade,Osert Ameldruwerbothon,Human,Male,53,5575,5,3,3,B,A,6,Navy,Line/Crew,1,"Administrating 0, Advocating 0, Anglic Language 0, Computer Training 0, Diplomacy 0, Energy Pistol 1, Explosives 1, Holography 0, Hydroponics 1, Jack of all Trades 0, Knife Fighting 1, Leadership 0, Mechanical Training 1, Mole Trucking 2, Ortillery Gunnery 1, Slug Pistol 1, Small Craft Piloting 1, Space Construction 1, Streetwise 2, Trading 0, Vacc Suit Training 1, Zero-G Training 0","Ship's Boat, TAS Membership, 1 Ship Share",Cr20000,Cr0,Cr0
F1020,Krilnson,D,6,5,3,9,C,G,8,Hi Po,,3,Religious,Ajork Dratchrerlelman,Human,Female,56,5572,9,3,7,D,A,8,Rogue,Thief,3,"Administrating 1, Advocating 1, Anglic Language 0, Astrogating 0, Computer Training 2, Dancing 0, Diplomacy 1, Economics 2, Heavy Launchers 1, Investigating 3, Jack of all Trades 0, Mechanical Training 0, Persuading 1, Psychology 2, Shotgun 0, Small Craft Piloting 0, Stealth 1, Streetwise 0, Telecomm 1, Vacc Suit Training 0, Veterinary 0, Zero-G Training 1","Armor, Corsair, 2 Ship Shares",Cr100000,Cr0,Cr12000
D2909,Hath,C,6,6,6,5,3,6,9,Ag Fa Ga Ni Pr,,8,Unusual Customs: Technology,Duw Ermarbonner,Human,Male,58,5570,2,5,6,A,8,2,Scout,Courier,1,"Administrating 0, Anglic Language 0, Animal Riding 0, Archeology 1, Capital Weapons 1, Chemisty 2, Computer Training 3, Diplomacy 1, Investigating 2, Jack of all Trades 0, Medical Training 1, Mole Trucking 0, Small Craft Piloting 0, Survival Training 3, Telecomm 3, Xenology 2","Scientific Equipment, Lab Ship, 2 Ship Shares",Cr110000,Cr0,Cr14000
G1820,Wertsancinas,C,7,6,6,8,B,C,3,Ga Pa Ph Ri,,7,Fusion,4th Officer Etlmes G. Ita,Human,Female,55,5573,5,1,4,6,A,4,Merchants,Merchant Marine,4,"Acting 1, Anglic Language 0, Animal Farming 0, Carousing 1, Companion 1, Computer Training 1, Deceiving 0, Holography 0, Investigating 1, Jack of all Trades 0, Life Support 1, Mechanical Training 1, Persuading 1, Physics 0, Reconnaissance 1, Space Construction 0, Spacecraft Piloting 1, Stealth 1, Streetwise 1, Telecomm 1, Trading 4, Vacc Suit Training 1, Writing 0","Free Trader, Free Trader",Cr91000,Cr0,Cr0
G2113,Ith,C,6,5,5,5,7,6,4,Ag Fa Ga Ni,A,3,Unusual Customs: Social Standings,Anstury Kran,Human,Female,50,5578,9,7,5,B,D,8,Drifter,Scavenger,0,"Acting 0, Anglic Language 0, Animal Training 0, Carousing 1, Companion 1, Dancing 0, Deceiving 0, Jack of all Trades 0, Mole Trucking 0, Persuading 0, Physics 0, Reconnaissance 0, Small Craft Piloting 0, Stealth 1",2 Ship Shares,Cr10000,Cr0,Cr12000
L3028,Wenmon,D,7,2,1,1,3,8,5,He Lo Po,,4,Liberal,4th Officer Brarlie A. Ijolo,Human,Female,54,5574,5,2,9,B,7,7,Merchants,Merchant Marine,2,"Anglic Language 0, Animal Farming 0, Athletic Co-ord 1, Athletic Endurance 0, Autocar Driving 2, Companion 4, Computer Science 0, Energy Pistol 1, Energy Rifle 1, Fist Fighting 1, Heavy Launchers 1, Jack of all Trades 0, Leadership 1, Life Support 1, Mechanical Training 1, Military Tactics 1, Persuading 1, Polymers 1, Portable Artillery 0, Reconnaissance 1, Slug Rifle 1, Sword Fighting 0, Tank Driving 0, Telecomm 0, Trading 1",1 Ship Share,Cr62000,Cr0,Cr10000
E0213,Satpatlace,A,7,3,3,3,5,4,E,Lo Po,,8,Ritualized,Lance Corporal Thotiln T. Atch,Human,Male,54,5574,6,5,3,5,8,2,Drifter,Barbarian,2,"Anglic Language 0, Animal Farming 1, Animal Training 2, Athletic Strength 0, Autocar Driving 0, Carousing 1, Economics 0, Energy Rifle 1, Gambling 1, Heavy Launchers 0, Jack of all Trades 1, Knife Fighting 1, Reconnaissance 1, Slug Rifle 1, Stealth 0, Survival Training 3, Sword Fighting 0, Telecomm 0, Veterinary 1",1 Ship Share,Cr0,Cr0,Cr0
M0135,Imkrurck,C,6,A,6,7,B,B,8,Fl,,A,Deceptive,Ejijarny Ake,Human,Female,55,5573,7,B,1,7,5,4,Drifter,Scavenger,4,"Anglic Language 0, Archeology 0, Athletic Co-ord 1, Biology 1, Bionetics 0, Carousing 1, Chemisty 0, Energy Pistol 1, Fist Fighting 1, Jack of all Trades 0, Jumpspace 0, Mechanical Training 1, Mole Trucking 0, Political Science 0, Polymers 0, Shotgun 0, Slug Pistol 1, Stealth 2, Streetwise 2, Submarine Helm 0, Survival Training 2, Tank Driving 1, Vacc Suit Training 1, Veterinary 0",,Cr0,Cr33000,Cr0
P3136,Mantharthan,D,8,B,6,2,0,0,9,Fl Lo,,9,Fusion,Lady Atti L. Esheponsalth,Human,Female,52,5576,2,3,3,9,C,B,Scholar,Physician,8,"Advocating 0, Anglic Language 0, Archeology 1, Chemisty 1, Computer Training 1, Diplomacy 2, Genetics 1, Investigating 1, Jack of all Trades 0, Linguistics 0, Medical Training 5, Persuading 1, Political Science 0, Tank Driving 1, Telecomm 3","Scientific Equipment, Scientific Equipment, 4 Ship Shares",Cr45000,Cr0,Cr16000
K2326,Chrilm,B,3,6,6,4,5,1,C,Fa Ni Pa,,5,Unusual Customs: Eating,Lance Corporal Podrakroli D. Arnas,Human,Female,57,5571,4,1,4,7,8,6,Drifter,Wanderer,3,"Anglic Language 0, Athletic Endurance 0, Athletic Strength 2, Energy Pistol 1, Energy Rifle 2, Gambling 1, Jack of all Trades 1, Leadership 1, Mechanical Training 0, Musical Training 0, Reconnaissance 1, Ship Screens 0, Slug Rifle 0, Small Craft Piloting 0, Stealth 2, Streetwise 1, Survival Training 2, Vacc Suit Training 0, Xenology 0, Zero-G Training 0",,Cr0,Cr97000,Cr0
